City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bequimao,BR,-2.4489,-44.7825,72.09,95,23,2.77,few clouds
346,Baruun-Urt,MN,46.6806,113.2792,37.35,34,1,4.32,clear sky
347,Tura,IN,25.5198,90.2201,78.31,82,98,2.39,overcast clouds
348,Mitsamiouli,KM,-11.3847,43.2844,75.7,81,22,11.45,light rain
349,Belinskiy,RU,52.9647,43.4165,46.89,93,100,9.89,overcast clouds
350,Kuching,MY,1.55,110.3333,80.82,83,20,3.44,light rain
351,Matiri,TZ,-10.75,34.9,58.14,48,66,4.34,broken clouds
352,Zhanakorgan,KZ,43.9098,67.2495,59.83,20,0,20.07,clear sky
353,Kalmunai,LK,7.4167,81.8167,85.73,58,100,1.66,overcast clouds
354,Lodja,CD,-3.4833,23.4333,67.53,99,100,1.12,overcast clouds
355,Mahebourg,MU,-20.4081,57.7,75.25,68,40,11.5,scattered clouds
356,Labuhan,ID,-6.8844,112.2051,87.6,59,100,5.26,light rain
357,Carutapera,BR,-1.195,-46.02,76.44,80,32,5.59,scattered clouds
358,Awjilah,LY,29.1081,21.2869,69.42,60,0,6.46,clear sky
359,Iracoubo,GF,5.4802,-53.2011,78.19,84,7,8.34,clear sky
360,Qiongshan,CN,20.0058,110.3542,87.78,66,75,13.42,broken clouds
361,Aykhal,RU,66.0,111.5,27.63,93,94,18.81,overcast clouds
362,Khorramshahr,IR,30.4397,48.1664,73.36,43,0,2.3,clear sky
363,Ballina,AU,-28.8667,153.5667,71.02,62,100,7.47,light rain
364,Okahandja,NA,-21.9833,16.9167,65.32,22,0,1.39,clear sky
365,Jardim,BR,-21.4803,-56.1381,72.88,65,2,4.09,clear sky
366,Mabua,PH,9.8089,125.4422,84.81,71,100,6.13,heavy intensity rain
367,Acajutla,SV,13.5928,-89.8275,78.22,81,57,3.83,broken clouds
368,Namatanai,PG,-3.6667,152.4333,85.93,61,69,12.82,broken clouds
369,Borogontsy,RU,62.6683,131.1683,31.64,49,13,10.0,few clouds
370,Funadhoo,MV,6.15,73.2667,81.21,78,100,16.73,overcast clouds
371,Loa Janan,ID,-0.583,117.095,77.83,91,100,0.92,overcast clouds
372,Richards Bay,ZA,-28.783,32.0377,66.94,75,74,7.2,broken clouds
373,Katangli,RU,51.7102,143.2326,38.98,47,16,20.92,few clouds
374,Serrinha,BR,-11.6642,-39.0075,65.57,91,6,7.74,clear sky
375,Half Moon Bay,US,37.4636,-122.4286,63.91,86,100,16.11,overcast clouds
376,San Patricio,US,28.017,-97.5169,75.85,61,8,6.58,clear sky
377,Pitimbu,BR,-7.4706,-34.8086,73.99,79,90,9.37,overcast clouds
378,Egvekinot,RU,66.3167,-179.1667,25.43,81,94,5.23,overcast clouds
379,Montes Altos,BR,-5.8333,-47.0667,76.24,54,3,3.51,clear sky
380,Asau,RO,46.4333,26.4,45.52,92,9,5.14,clear sky
381,Sydney,AU,-33.8679,151.2073,60.64,88,75,19.57,moderate rain
382,Atar,MR,20.5169,-13.0499,90.3,23,12,10.78,few clouds
383,Fallon,US,39.4735,-118.7774,62.47,27,0,5.75,clear sky
384,Verkhnyaya Inta,RU,65.9811,60.3094,39.97,72,100,8.97,overcast clouds
385,Hudiksvall,SE,61.729,17.1036,53.73,91,100,9.28,overcast clouds
386,Airai,TL,-8.9266,125.4092,73.02,68,87,2.28,overcast clouds
387,Cabra,ES,37.4725,-4.4421,67.95,40,3,3.94,clear sky
388,Ternate,ID,0.8,127.4,84.94,70,52,6.58,broken clouds
389,Naze,JP,28.3667,129.4833,77.92,73,14,6.02,few clouds
390,Lagoa,PT,39.05,-27.9833,67.01,83,100,20.67,light rain
391,Chapais,CA,49.7834,-74.8492,49.78,99,100,2.48,overcast clouds
392,Marsabit,KE,2.3284,37.9899,61.92,60,9,16.62,clear sky
393,Kingman,US,35.1894,-114.053,80.08,31,0,8.05,clear sky
394,Zeya,RU,53.75,127.2667,39.33,36,54,13.49,broken clouds
395,Texarkana,US,33.4251,-94.0477,66.42,65,0,1.01,clear sky
396,Saint-Pierre,RE,-21.3393,55.4781,76.68,61,75,1.14,broken clouds
397,Jhabua,IN,22.7667,74.6,81.64,53,56,7.81,broken clouds
398,Tukrah,LY,32.5341,20.5791,71.89,72,4,9.78,clear sky
399,Sawakin,SD,19.1059,37.3321,83.1,66,11,4.09,few clouds
400,Luderitz,NA,-26.6481,15.1594,53.19,80,21,14.97,few clouds
401,Kahului,US,20.8947,-156.47,78.82,82,75,12.66,broken clouds
402,Zaysan,KZ,47.4667,84.8667,50.38,19,0,5.23,clear sky
403,San Cristobal,VE,7.7669,-72.225,71.78,98,99,1.99,overcast clouds
404,Meadow Lake,US,34.8014,-106.5436,60.28,79,100,2.1,overcast clouds
405,Nome,US,64.5011,-165.4064,39.27,81,0,12.66,clear sky
406,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,41,0,8.05,clear sky
407,Ziro,IN,27.6333,93.8333,56.14,99,100,0.87,overcast clouds
408,La Ronge,CA,55.1001,-105.2842,53.85,58,20,10.36,smoke
409,Grindavik,IS,63.8424,-22.4338,43.27,81,75,34.52,light intensity drizzle
410,Selestat,FR,48.2598,7.4565,51.64,79,10,3.96,clear sky
411,Kutahya,TR,39.4242,29.9833,47.01,82,91,6.64,overcast clouds
412,Elliot,ZA,-31.3333,27.85,52.12,46,98,4.54,overcast clouds
413,Vanimo,PG,-2.6741,141.3028,87.03,65,99,10.69,overcast clouds
414,Bernau,DE,52.6798,13.5871,53.06,72,100,6.69,overcast clouds
415,Progreso,MX,21.2833,-89.6667,73.51,64,9,9.82,clear sky
416,Miri,MY,4.4148,114.0089,84.34,79,40,8.05,scattered clouds
417,Mikhaylovka,RU,50.06,43.2379,51.78,85,94,7.09,overcast clouds
418,Bagdarin,RU,54.4333,113.6,31.46,37,11,5.61,few clouds
419,Putina,PE,-15.4667,-69.4333,46.51,66,95,8.88,overcast clouds
420,Ilhabela,BR,-23.7781,-45.3581,66.78,94,94,4.65,overcast clouds
421,Sur,OM,22.5667,59.5289,83.89,51,37,5.88,scattered clouds
422,Boffa,GN,10.1667,-14.0333,74.5,94,86,3.15,overcast clouds
423,Grimshaw,CA,56.1834,-117.6027,51.42,46,75,11.5,broken clouds
424,Allapalli,IN,19.4167,80.0667,81.77,84,100,0.98,light rain
425,Bollnas,SE,61.3482,16.3946,54.16,93,100,9.71,overcast clouds
426,Isangel,VU,-19.55,169.2667,76.51,62,26,12.57,scattered clouds
427,Gimli,CA,50.6336,-96.9907,55.42,94,36,2.3,scattered clouds
428,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,47,12.66,scattered clouds
429,Tautira,PF,-17.7333,-149.15,76.23,75,55,23.69,broken clouds
430,Amahai,ID,-3.3333,128.9167,84.63,70,95,5.32,overcast clouds
431,Brigantine,US,39.4101,-74.3646,60.01,98,100,13.8,light rain
432,Sharjah,AE,25.3573,55.4033,87.78,48,0,10.36,clear sky
433,Lisala,CD,2.15,21.5167,69.62,96,100,1.92,overcast clouds
434,Rosario,AR,-32.9468,-60.6393,60.94,61,0,10.36,clear sky
435,Rafaela,AR,-31.2503,-61.4867,62.01,46,2,4.0,clear sky
436,Dawei,MM,14.0833,98.2,87.26,65,85,2.33,overcast clouds
437,Fenoarivo,MG,-18.933,47.4354,57.27,100,20,0.0,few clouds
438,Mol,BE,51.192,5.1145,58.82,67,100,11.01,overcast clouds
439,Salalah,OM,17.0151,54.0924,78.89,78,75,2.3,broken clouds
440,Gaziantep,TR,37.0594,37.3825,60.73,59,0,0.0,clear sky
441,Mareeba,AU,-17.0,145.4333,83.44,63,91,9.51,overcast clouds
442,Ketchikan,US,55.3422,-131.6461,55.87,88,100,3.44,overcast clouds
443,Luganville,VU,-15.5333,167.1667,79.61,81,61,11.36,broken clouds
444,Cody,US,44.5263,-109.0565,60.01,66,0,4.61,clear sky
445,Labe,GN,11.3182,-12.2833,65.53,88,74,2.75,broken clouds
446,Vostok,RU,46.4856,135.8833,35.92,43,64,11.92,broken clouds
447,Phalaborwa,ZA,-23.943,31.1411,69.08,76,96,8.08,overcast clouds
448,Taltal,CL,-25.4,-70.4833,54.0,82,12,1.1,few clouds
449,Kargasok,RU,59.0556,80.8572,41.85,79,100,10.51,overcast clouds
450,Karak,JO,31.1667,35.75,65.75,80,0,1.61,clear sky
451,Portland,US,45.5234,-122.6762,61.75,89,0,0.0,clear sky
452,Tiarei,PF,-17.5333,-149.3333,78.82,75,37,25.52,scattered clouds
453,Abu Dhabi,AE,24.4667,54.3667,86.11,56,0,10.36,clear sky
454,Kokoda,PG,-8.8785,147.7407,81.52,85,100,4.85,overcast clouds
455,Esperantinopolis,BR,-4.8667,-44.7083,77.34,71,0,3.87,clear sky
456,Vega De Alatorre,MX,20.0333,-96.6333,76.12,82,51,2.21,broken clouds
457,Sibolga,ID,1.7427,98.7792,75.38,93,100,3.89,overcast clouds
458,Storsteinnes,NO,69.2408,19.2344,47.37,91,100,6.98,overcast clouds
459,Tokur,RU,53.1333,132.9,30.38,38,54,11.21,broken clouds
460,Asfi,MA,32.2994,-9.2372,68.04,78,61,8.86,broken clouds
461,Bonavista,CA,48.6499,-53.1147,49.51,77,1,18.1,clear sky
462,Suez,EG,29.9737,32.5263,69.71,81,0,9.42,clear sky
463,Leningradskiy,RU,69.3833,178.4167,21.02,85,18,5.82,few clouds
464,Abha,SA,18.2164,42.5053,62.85,29,0,0.0,clear sky
465,Mana,GF,5.6592,-53.7767,77.74,85,29,7.78,scattered clouds
466,Howard Springs,AU,-12.497,131.047,91.31,51,52,5.14,broken clouds
467,Lewistown,US,40.5992,-77.5714,51.24,87,100,0.0,overcast clouds
468,Verkhniye Kigi,RU,55.4083,58.6044,46.22,48,100,3.53,overcast clouds
469,Ixcatepec,MX,21.2,-97.95,70.18,91,94,0.92,overcast clouds
470,Kisangani,CD,0.5167,25.2,69.8,99,100,1.81,light rain
471,Kyabe,TD,9.4515,18.9449,71.4,93,100,3.4,overcast clouds
472,Constantine,DZ,36.365,6.6147,58.41,94,20,4.61,few clouds
473,Cedar City,US,37.6775,-113.0619,59.4,58,0,0.0,clear sky
474,Miajadas,ES,39.1513,-5.9084,67.57,35,0,1.32,clear sky
475,Verkhnevilyuysk,RU,63.4453,120.3167,30.87,70,100,9.91,overcast clouds
476,Duldurga,RU,50.6761,113.5931,37.62,35,44,10.22,scattered clouds
477,Breaza,RO,45.1833,25.6667,47.59,82,20,6.24,few clouds
478,Varnsdorf,CZ,50.9115,14.6182,51.73,86,99,8.16,overcast clouds
479,Placido De Castro,BR,-10.3353,-67.1856,76.14,71,28,2.37,scattered clouds
480,Belyy Yar,RU,53.6039,91.3903,37.29,66,0,4.47,clear sky
481,Denpasar,ID,-8.65,115.2167,78.46,94,75,3.44,broken clouds
482,Thinadhoo,MV,0.5333,72.9333,81.39,77,100,18.12,overcast clouds
483,Saint-Ambroise,CA,48.5501,-71.3324,52.34,90,80,0.98,broken clouds
484,Manasa,IN,24.4837,75.2687,79.29,52,100,9.55,overcast clouds
485,Kastornoye,RU,51.8334,38.1302,47.28,87,98,11.79,overcast clouds
486,Anori,BR,-3.7728,-61.6442,77.02,62,83,2.98,broken clouds
487,Khandyga,RU,62.6667,135.6,28.8,41,89,6.6,overcast clouds
488,San Juan,AR,-31.5375,-68.5364,60.58,57,15,21.59,few clouds
489,Narsaq,GL,60.9167,-46.05,37.62,100,100,6.04,light rain
490,Teguldet,RU,57.3064,88.1667,35.17,97,100,9.71,light snow
491,Quelimane,MZ,-17.8786,36.8883,71.55,94,0,0.0,mist
492,Laguna,US,38.421,-121.4238,77.14,62,0,6.91,clear sky
493,Kralendijk,BQ,12.15,-68.2667,84.18,79,20,12.66,few clouds
494,Ledyard,US,41.4398,-72.0142,57.47,93,100,3.0,overcast clouds
495,Chernyshevskiy,RU,63.0128,112.4714,31.71,65,100,12.39,overcast clouds
496,Komsomolskiy,UZ,40.4272,71.7189,66.92,30,2,2.3,clear sky
497,Te Anau,NZ,-45.4167,167.7167,34.81,81,76,11.34,light snow
498,Harper,LR,4.375,-7.7169,76.42,90,100,5.53,light rain
499,Swellendam,ZA,-34.0226,20.4417,46.96,89,28,1.21,scattered clouds
500,Colombia,CU,20.9881,-77.4297,72.91,91,75,5.55,broken clouds
501,Codajas,BR,-3.8367,-62.0569,77.23,63,100,2.98,overcast clouds
502,Pogranichnyy,RU,44.4064,131.3769,48.09,26,16,10.69,few clouds
503,Iturama,BR,-19.7281,-50.1956,71.15,79,23,5.99,few clouds
504,Karpathos,GR,35.507,27.2132,69.76,46,0,20.71,clear sky
505,Malakal,SS,9.5334,31.6605,70.29,96,90,0.29,overcast clouds
506,Port-Cartier,CA,50.0334,-66.8654,48.42,94,100,3.65,overcast clouds
507,Najran,SA,17.4924,44.1277,75.85,19,44,1.86,scattered clouds
508,Maturin,VE,9.75,-63.1767,78.64,94,65,8.05,broken clouds
509,Kitchener,CA,43.4254,-80.5112,51.67,83,0,4.61,clear sky
510,Kankan,GN,10.3854,-9.3057,72.12,95,95,3.98,light rain
511,Urumqi,CN,43.801,87.6005,50.95,32,0,4.47,clear sky
512,Guangshui,CN,31.6199,113.9978,50.18,88,100,10.76,overcast clouds
513,Haines Junction,CA,60.7522,-137.5108,40.95,81,100,1.14,overcast clouds
514,Gazanjyk,TM,39.2446,55.5154,64.42,20,0,17.27,clear sky
515,Sirjan,IR,29.452,55.6814,72.97,16,2,3.11,clear sky
516,Cockburn Town,TC,21.4612,-71.1419,82.09,78,99,6.13,overcast clouds
517,Mingshui,CN,36.7167,117.5,58.57,43,78,7.0,broken clouds
518,Kamyshla,RU,54.1169,52.1426,48.56,33,100,10.42,overcast clouds
519,Noumea,NC,-22.2763,166.4572,76.98,60,0,13.8,clear sky
520,Ploemeur,FR,47.7333,-3.4333,63.82,87,100,12.66,overcast clouds
521,Shubarshi,KZ,48.5872,57.1869,46.22,22,68,10.71,broken clouds
522,Chum Phae,TH,16.5443,102.0992,85.87,66,40,3.42,scattered clouds
523,Khoni,GE,42.3226,42.4206,59.99,100,75,9.22,mist
524,Moose Factory,CA,51.2585,-80.6094,46.4,93,100,2.3,overcast clouds
525,Pimampiro,EC,0.4,-77.9667,58.78,87,99,1.5,overcast clouds
526,Moron,AR,-34.6534,-58.6198,61.97,75,45,6.38,scattered clouds
527,Sakaiminato,JP,35.55,133.2333,66.13,82,75,19.57,broken clouds
528,Pacific Grove,US,36.6177,-121.9166,62.24,91,20,11.99,few clouds
529,Boden,SE,65.8252,21.6886,46.4,89,100,10.47,overcast clouds
530,Kiama,AU,-34.6833,150.8667,60.39,83,100,15.99,moderate rain
531,San Andres,CO,12.5847,-81.7006,80.62,89,40,9.22,thunderstorm
532,Bubaque,GW,11.2833,-15.8333,81.3,79,65,8.93,broken clouds
533,Paamiut,GL,61.994,-49.6678,38.77,95,100,20.62,light rain
534,Meulaboh,ID,4.1363,96.1285,74.86,94,100,4.74,overcast clouds
535,Kachiry,KZ,53.0675,76.1036,50.16,38,99,11.18,overcast clouds
536,Ust-Kulom,RU,61.6864,53.6902,46.45,72,97,5.55,overcast clouds
537,Amazar,RU,53.858,120.875,40.01,27,30,5.26,scattered clouds
538,Emerald,AU,-23.5333,148.1667,81.64,30,100,9.71,overcast clouds
539,Rundu,NA,-17.9333,19.7667,68.4,20,0,5.99,clear sky
540,Burley,US,42.5357,-113.7928,53.29,76,0,3.44,clear sky
541,Birigui,BR,-21.2886,-50.34,72.32,65,0,5.19,clear sky
542,Pointe-Noire,CG,-4.7761,11.8635,77.07,88,100,6.91,overcast clouds
543,Ambilobe,MG,-13.2,49.05,74.14,53,7,4.56,clear sky
544,Karakol,KG,42.4907,78.3936,50.36,43,13,3.83,few clouds
545,Sakakah,SA,29.9697,40.2064,72.97,17,11,5.1,few clouds
546,Roebourne,AU,-20.7833,117.1333,81.97,32,0,14.29,clear sky
547,Zaltan,LY,32.947,11.8665,72.21,69,2,7.36,clear sky
548,Lorengau,PG,-2.0226,147.2712,85.44,71,100,12.37,overcast clouds
549,Hobyo,SO,5.3505,48.5268,78.15,80,84,14.43,broken clouds
550,Teberda,RU,43.4456,41.7448,53.29,92,78,5.1,broken clouds
551,Renfrew,GB,55.872,-4.3925,56.48,87,20,18.41,moderate rain
552,Ippy,CF,6.2679,21.2247,68.31,98,100,2.8,overcast clouds
553,Renqiu,CN,38.6989,116.0936,59.79,32,71,1.54,broken clouds
554,Sukhumi,GE,43.0033,41.0153,65.25,90,95,3.04,overcast clouds
555,Hirara,JP,24.8,125.2833,87.66,74,20,12.66,few clouds
556,Doha,QA,25.2867,51.5333,85.98,74,0,6.91,haze
557,Astoria,US,46.1879,-123.8313,57.92,91,100,1.99,overcast clouds
558,Manacapuru,BR,-3.2997,-60.6206,79.11,67,94,3.53,overcast clouds
559,Dymer,UA,50.7865,30.3026,49.95,94,30,12.59,scattered clouds
560,Salaverry,PE,-8.2333,-78.9667,57.58,88,66,7.16,broken clouds
561,Bull Savanna,JM,17.8868,-77.5902,76.89,85,98,2.44,overcast clouds
562,Murray Bridge,AU,-35.1167,139.2667,65.12,75,98,3.94,overcast clouds
563,Rincon,US,32.296,-81.2354,62.85,90,0,0.0,clear sky
564,Drumheller,CA,51.4617,-112.7101,58.33,38,80,2.3,broken clouds
565,Astana,KZ,51.1801,71.446,44.55,39,0,4.47,clear sky
566,Misratah,LY,32.3754,15.0925,74.53,61,9,12.75,clear sky
567,Saint-Joseph,RE,-21.3667,55.6167,75.58,72,38,9.17,scattered clouds
568,Rio Grande,BR,-32.035,-52.0986,58.01,91,0,8.52,clear sky
569,Wagga Wagga,AU,-35.1167,147.3667,56.84,95,100,22.64,light rain
570,Domoni,KM,-12.2569,44.5319,75.18,79,49,2.98,scattered clouds
571,Mweka,CD,-4.85,21.5667,66.45,98,96,2.24,overcast clouds
572,Aberystwyth,GB,52.4155,-4.0829,62.89,96,100,23.69,moderate rain
573,Gemena,CD,3.25,19.7667,68.38,94,100,1.3,overcast clouds
574,Hovd,MN,48.0056,91.6419,40.48,23,0,2.86,clear sky
575,Rocha,UY,-34.4833,-54.3333,48.34,92,0,3.83,clear sky
576,Pisco,PE,-13.7,-76.2167,59.05,82,20,8.05,few clouds
577,Oktyabrskoye,RU,43.0645,44.7417,55.54,94,9,2.24,clear sky
578,Maniitsoq,GL,65.4167,-52.9,35.24,51,70,5.32,broken clouds
579,Prince Rupert,CA,54.3161,-130.3201,56.89,91,100,2.3,light rain
580,Reinosa,ES,42.9996,-4.138,50.47,57,0,6.4,clear sky
581,Gazli,UZ,40.1333,63.45,59.09,22,0,17.09,clear sky
582,Muisne,EC,0.6,-80.0333,74.23,82,100,12.39,overcast clouds
583,Floro,NO,61.5996,5.0328,49.96,87,20,12.66,few clouds
584,Vilyuysk,RU,63.7553,121.6247,29.95,65,100,9.28,overcast clouds
585,Tadine,NC,-21.55,167.8833,72.86,58,0,12.59,clear sky
586,Emilio Carranza,MX,19.9711,-96.6114,75.31,83,52,2.15,broken clouds
587,Gasa,PS,31.5,34.4667,68.88,70,0,3.53,clear sky
588,Niteroi,BR,-22.8833,-43.1036,71.6,86,100,5.75,overcast clouds
589,Niquero,CU,20.0431,-77.5828,79.02,81,90,5.59,overcast clouds
590,Zabaykalsk,RU,49.6333,117.3167,38.52,29,11,10.78,few clouds
591,Caldwell,US,43.6629,-116.6874,66.92,61,0,0.0,clear sky
592,Sungaipenuh,ID,-2.0833,101.3833,70.54,76,100,2.51,overcast clouds
593,Carnot,CF,4.9409,15.8665,69.1,96,100,1.99,overcast clouds
594,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,56.41,91,0,6.42,clear sky
595,Rio Gallegos,AR,-51.6226,-69.2181,41.05,81,0,6.91,clear sky
596,Cruzeiro Do Sul,BR,-29.5128,-51.9853,55.08,90,0,0.6,clear sky
597,Veraval,IN,20.9,70.3667,82.44,70,6,10.4,clear sky
598,Itapolis,BR,-21.5956,-48.8128,68.34,76,0,6.13,clear sky
599,Baykit,RU,61.67,96.37,32.92,91,100,7.05,light snow
600,Deputatskiy,RU,69.3,139.9,11.75,93,66,1.97,broken clouds
601,Buchanan,LR,5.8808,-10.0467,75.72,91,84,2.55,light rain
602,Trinidad,BO,-14.8333,-64.9,78.49,63,19,3.56,few clouds
603,Eyrarbakki,IS,63.863,-21.1481,42.21,79,99,31.09,overcast clouds
604,Lima,PE,-12.0432,-77.0282,59.9,83,100,12.66,overcast clouds
605,Christchurch,NZ,-43.5333,172.6333,48.4,49,100,3.44,overcast clouds
606,Buala,SB,-8.145,159.5921,85.21,64,79,11.97,light rain
607,Komsomolskoye,RU,55.2567,47.5461,46.49,77,100,14.97,overcast clouds
608,Itaituba,BR,-4.2761,-55.9836,75.63,74,23,1.81,few clouds
609,Tuy Hoa,VN,13.0833,109.3,81.64,84,99,6.62,overcast clouds
610,Adamovka,RU,51.5223,59.9396,42.3,36,89,7.0,overcast clouds
611,Kharitonovo,RU,61.4009,47.4978,46.89,86,100,7.11,overcast clouds
612,Extrema,BR,-22.8547,-46.3183,59.41,97,59,2.77,broken clouds
613,Nata,PA,8.3333,-80.5167,76.64,89,100,4.32,overcast clouds
614,Port Hedland,AU,-20.3167,118.5667,84.25,45,0,14.97,clear sky
615,Bozuyuk,TR,39.9078,30.0367,50.34,82,91,7.36,overcast clouds
616,Petatlan,MX,17.5167,-101.2667,76.24,93,31,2.93,scattered clouds
617,Newport,GB,51.5877,-2.9984,63.34,85,100,23.87,overcast clouds
618,Mpika,ZM,-11.8343,31.4529,60.4,39,42,8.23,scattered clouds
619,Neuquen,AR,-38.9516,-68.0591,55.29,50,0,4.61,clear sky
620,Margate,GB,51.3813,1.3862,62.91,78,100,8.01,overcast clouds
621,Madison Heights,US,42.4859,-83.1052,55.65,62,0,0.0,clear sky
622,Port Augusta,AU,-32.5,137.7667,79.56,32,12,12.64,few clouds
623,Pimenteiras,BR,-6.2453,-41.4192,72.75,38,75,1.54,broken clouds
624,Great Bend,US,38.3645,-98.7648,63.03,83,100,3.44,overcast clouds
625,Flinders,AU,-34.5833,150.8552,60.19,83,100,4.0,light rain
626,Ilo,PE,-17.6394,-71.3375,57.79,81,30,5.93,scattered clouds
627,Zverinogolovskoye,RU,54.4586,64.8542,46.45,31,53,9.55,broken clouds
628,Bryan,US,30.6744,-96.37,71.35,54,0,4.61,clear sky
629,Vondrozo,MG,-22.8167,47.2833,64.74,82,79,2.68,broken clouds
630,Sept-Iles,CA,50.2001,-66.3821,48.72,97,100,4.61,overcast clouds
631,Antofagasta,CL,-23.65,-70.4,58.28,80,39,6.6,scattered clouds
632,Montepuez,MZ,-13.1256,38.9997,66.16,88,67,2.95,broken clouds
633,Harnoli,PK,32.2792,71.5539,89.53,26,0,6.82,clear sky
634,Bekasi,ID,-6.2349,106.9896,90.48,74,40,0.0,moderate rain
635,Betare Oya,CM,5.6,14.0833,65.8,97,100,1.1,overcast clouds
636,Kalga,RU,50.9251,118.898,39.52,23,20,7.74,few clouds
637,Svetlogorsk,BY,52.6333,29.7333,41.31,95,63,10.56,broken clouds
638,Sola,VU,-13.8833,167.55,81.18,76,23,17.22,few clouds
639,Kabanjahe,ID,3.1001,98.4908,69.51,81,100,5.12,overcast clouds
640,Mangan,IN,27.5167,88.5333,73.83,91,100,1.16,overcast clouds
641,Muroto,JP,33.2833,134.15,74.61,74,94,14.25,overcast clouds
642,Verkh-Usugli,RU,52.7,115.1667,36.09,29,4,4.5,clear sky
643,Kamenka,RU,51.3223,42.7678,48.65,88,35,8.5,scattered clouds
644,Skjervoy,NO,70.0311,20.9714,48.2,76,100,17.11,overcast clouds
645,Metro,ID,-5.1131,105.3067,87.31,61,98,8.1,overcast clouds
646,Ginir,ET,7.1333,40.7,58.98,81,85,3.47,overcast clouds
647,Roald,NO,62.5833,6.1333,52.32,71,0,10.36,clear sky
648,Black River,JM,18.0264,-77.8487,79.11,85,99,1.54,overcast clouds
649,Porto Velho,BR,-8.7619,-63.9039,80.65,78,0,6.91,clear sky
650,Davila,PH,18.4726,120.5763,89.58,70,1,14.07,clear sky
651,Palmer,US,42.1584,-72.3287,54.25,83,100,1.01,overcast clouds
652,Podborany,CZ,50.2294,13.4119,51.04,81,84,4.07,broken clouds
653,Boone,US,39.0334,-92.3335,61.52,41,73,7.83,broken clouds
654,Lufilufi,WS,-13.8745,-171.5986,83.98,77,15,18.88,light rain
655,Guiratinga,BR,-16.3494,-53.7583,73.4,75,5,2.35,clear sky
